STRATO	M1	M2	M3	M4	S1	S2	S3	S4	N	DOM1	COST	CENS	SOLUZ
1	98	106	116	43	0	0	0	0	1	1	1	0	1
2	401.034482758621	411.275862068966	508.206896551724	228.827586206897	391.275930458114	343.781354267333	458.32310267876	202.783636154327	29	1	1	0	2.90179361531194
3	536.4	585.65	665.85	318.35	704.54014215006	804.590546386614	888.639648575654	417.599253580402	20	1	1	0	3.60347180556639
4	421	470.666666666667	526.666666666667	240.933333333333	509.88603987808	580.6929435168	652.902194447532	293.353996676805	15	1	1	0	2
5	543.36	597.32	717.04	326.8	498.461546059473	543.098299205586	651.476499211599	304.68005042175	25	1	1	0	3.18681651322409
6	740.1	981.2	947.4	324.2	737.216703403943	1030.38055752879	945.700678509502	306.593766697527	10	1	1	0	2
7	2595	3289.61111111111	3702.44444444444	1676.5	808.602270076482	1404.45675608286	1029.13687634947	509.676854248034	18	1	1	0	3.72214126213063
8	2104.57142857143	2765.14285714286	2808.42857142857	1261.28571428571	1314.70668723841	1879.61063054266	1869.07844803207	1205.63945265403	7	1	1	0	2.35348970033963
9	4865.33333333333	6194.88888888889	6827.33333333333	3147.33333333333	1517.92368340506	1700.06594552559	1613.59609889537	711.503086413058	9	1	1	0	3.4936374679079
10	28360	52138	46242	24699	4069	7936	10821	3699	2	1	1	0	2
11	262.942028985507	281.159420289855	332.884057971015	156.159420289855	286.424298880427	313.491884707328	354.666839379372	164.732528105936	69	1	1	0	5.05410592207487
12	521.974358974359	558.615384615385	667.564102564103	302.769230769231	363.661038217159	375.385768668538	443.717177800445	227.077626448746	39	1	1	0	3.62699345036187
1	66.8509803921569	68.7333333333334	81.4	37.9019607843137	73.1392148818653	78.3912554517414	92.7350811434842	48.287435815169	255	2	1	0	3.121258146461
2	1184.07142857143	1847.35714285714	1711.07142857143	937.214285714286	1857.24600048742	3454.72909682496	2795.041466196	1533.71463999623	14	2	1	0	4.63773965724777
3	491.966666666667	559.5	690.733333333333	349.966666666667	480.102086366362	567.581158301841	698.917187459234	358.858750970557	30	2	1	0	2.53472769690824
4	169.461538461538	158.230769230769	195.923076923077	113	107.245258772857	105.238709901829	112.69833638085	61.9160584226604	13	2	1	0	2
5	550.931034482759	627	728.206896551724	345.793103448276	339.593260928833	439.666305281631	496.58690472735	251.040380027885	29	2	1	0	2
6	1030.91666666667	1262.5	1461.58333333334	755.916666666666	421.910274931284	545.173330006675	624.187520919581	351.096560552537	12	2	1	0	2
7	1403.625	1701.625	1938.6875	851.562500000001	641.435569857002	875.39046049939	1008.86902587577	485.484623283215	16	2	1	0	2
8	2410	2897.26666666667	3626.53333333333	1755.53333333333	426.44483504122	650.004139644938	761.824020507507	602.974285982044	15	2	1	0	2
9	6144.875	9005.25	9728.875	5732.375	2448.5512776691	3663.93401107334	3798.78482009379	2287.88859745727	8	2	1	0	3.53879233854332
10	19399	44263	39397	25575	0	0	0	0	1	2	1	0	1
11	160.341176470589	167.670588235294	199.960784313726	88.2549019607843	54.3943382270442	61.9461513917805	71.2775695471096	34.894796165886	255	2	1	0	2.34743711826646
12	625.413043478261	699.934782608696	801.586956521739	421.130434782609	356.073664621004	427.629982016741	471.343882816479	267.50949306611	46	2	1	0	2.78185956935003
13	388.235294117647	407.705882352941	486.279411764706	217.764705882353	184.984254735619	194.226994702075	230.834341523038	126.00819282311	136	2	1	0	4.18826562698819
14	678.325301204819	781.819277108434	956.421686746988	449.542168674699	265.246718450375	335.968400408142	388.737153444565	221.601324749456	83	2	1	0	3.88475854390799
1	112.628571428571	134.2	161.228571428571	57.6857142857143	261.767111034717	395.658867506442	428.405154873261	142.754132519969	35	3	1	0	2.1648606525651
2	2731.85714285714	3586.07142857143	4436.92857142857	2273.57142857143	706.570181972148	1078.10426048934	1567.494128257	1078.41155915991	14	3	1	0	3.16840852425093
3	1760	2354.4	2689.9	1278.3	185.246474325424	421.272791668297	428.373781002059	381.29127317577	10	3	1	0	2
4	2753.25	3875.75	4529.75	2081.25	632.840965409162	1181.00939348508	1068.51564682039	655.039454918557	4	3	1	0	2
5	851.333333333333	1046.14814814815	1272.48148148148	526.444444444444	615.021278804488	895.00471961421	1074.24230582547	595.380613616963	27	3	1	0	4.18767752000312
6	28161	50349	53734	34314	0	0	0	0	1	3	1	0	1
7	211.342342342342	221.162162162162	264.576576576577	95.3243243243245	83.308486703639	92.5496609317822	100.875700841455	48.6960719728375	111	3	1	0	2
8	436.016393442623	463.836065573771	562.901639344262	196.737704918033	139.908161186678	151.294484089576	171.381055456158	77.9621080245643	61	3	1	0	2
9	724.384615384615	848.846153846154	1016.71794871795	422.230769230769	264.94186529339	357.919184646299	359.153314155729	192.648383499708	39	3	1	0	2.02232848972498
10	1147.26315789474	1350.68421052632	1581.68421052632	627.684210526316	184.075169307337	288.224868148315	306.051970320796	188.094488508881	19	3	1	0	2
1	994.720930232558	1166.46511627907	1467.41860465116	601.232558139535	653.574687239225	842.62082348215	1066.93188299152	629.218430776891	43	4	1	0	5.3888013519541
2	2780.2	3966.8	4489.8	1798.2	1278.62723435896	1979.78455730247	1994.11771119739	810.892150316208	10	4	1	0	2.4517288958373
3	2064.5	2811.07142857143	3278.5	1282.78571428571	813.387139613658	1177.72523241738	1185.45134730422	597.333547341889	14	4	1	0	2.18350319787185
4	26515.3333333333	55140	47016.6666666667	27612.6666666667	22703.9646660128	54816.2100355968	44214.0182998811	27922.5171541217	3	4	1	0	3
5	3315.625	5005	5291.125	2169.125	1274.63450575602	2068.49679047907	2090.88739094128	948.046470050387	8	4	1	0	2
6	623	678.727272727273	842.060606060607	275.181818181818	364.57795548985	478.127262413885	525.232410335334	178.934988271908	33	4	1	0	2.30692162494064
1	71.5221238938053	67.6283185840708	84.7699115044249	45.5044247787611	101.671443868042	104.533903714848	112.103852955804	45.6424266991586	113	5	1	0	3.21330371905718
2	1686.23076923077	2059.69230769231	2277.53846153846	1125.92307692308	1093.20801059902	1540.77574166219	1633.85885404186	839.961423400378	13	5	1	0	4.00366833899697
3	181.652173913044	197.434782608696	246.347826086957	119.521739130435	447.224984903818	498.050007284764	606.702767682698	250.183562099514	23	5	1	0	2.88974019285031
4	162.84	155.68	183.6	94.28	259.265904725801	263.91992265916	289.064184767316	146.830029119548	25	5	1	0	2
5	1102.92857142857	1126.78571428572	1257.71428571428	600.714285714285	726.155250121427	738.154729361304	751.324784800977	399.929782669107	14	5	1	0	2.8404066767126
6	660.823529411765	666.823529411765	764.411764705882	373.117647058824	604.888203616562	633.849341121756	663.344506119935	294.945329844495	17	5	1	0	2.87579296904017
7	2075.18181818182	2506.18181818182	2711.63636363636	1250.54545454545	1090.24639151656	1494.36142142764	1543.34193305115	804.9814496605	11	5	1	0	3.37306670616775
8	2343.2	2604.2	2945.8	1533.2	461.599512564734	505.608109112186	491.564146373594	381.258586788547	5	5	1	0	2
9	4515.57142857143	5872.57142857143	6472	3089.14285714286	1602.15420669822	2566.66252760511	2806.85003289147	1773.10703315406	7	5	1	0	3.17801691086191
10	14337	24309	21334	12646	0	0	0	0	1	5	1	0	1
11	453.025	469.1875	513.675	215.975	370.175974479407	395.325498725215	398.651255545394	171.529353632349	80	5	1	0	8.27939651917258
12	304.891304347826	296.815217391304	352.891304347826	161.445652173913	101.531178254104	96.2538842723292	108.518770488964	65.2786888089872	92	5	1	0	2.6111612977941
13	713.408163265306	775.591836734694	862.163265306122	394.163265306122	324.795251425587	404.744483751463	437.284185641459	194.290824970766	49	5	1	0	4.47018333187342
14	943.714285714286	891.904761904762	1063.85714285714	489.380952380952	332.602841011361	361.826636761194	422.997313557689	209.658693055395	21	5	1	0	2
1	470.16	500.08	503.96	220.52	370.567454323164	416.390108795776	430.393394328557	202.747162143879	50	6	1	0	5.90948350367337
2	41	55	65	45	0	0	0	0	1	6	1	0	1
3	1012.28571428571	1069.42857142857	1135	468.714285714286	490.941437964045	493.366909870435	474.062226174702	217.481975795509	7	6	1	0	2
4	820.030303030303	865.181818181818	884.818181818182	322.090909090909	578.915855972324	662.379540235469	677.792923154473	274.619792035099	33	6	1	0	6.13191670759324
5	1598.90909090909	1882.09090909091	2001.90909090909	834.363636363636	701.181529413092	887.385788251132	950.52801876789	454.545956817904	11	6	1	0	2.78972173210708
6	2870.28571428571	3487.14285714286	3766	1617.57142857143	383.450532956325	566.057115636987	584.006360043646	292.865818686821	7	6	1	0	2
7	4445.5	7645.25	7492.25	4336.5	3208.41569158362	6753.85676391645	6435.07487815798	5000.38411024593	4	6	1	0	4
8	5145.5	6774.25	7370.25	3342.25	1006.40408758113	1080.88742475801	1348.9681704918	851.685351230136	4	6	1	0	2
9	323.833333333333	333.904761904762	327.952380952381	155.714285714286	254.012052976249	299.333132791956	286.722906401823	133.913453864594	42	6	1	0	3.32731042131793
10	871.074074074074	990.962962962963	1078.51851851852	455.592592592593	314.785881090027	429.534640493188	554.284076065376	254.595049929852	27	6	1	0	3.8575943214907
1	29.287356321839	38.367816091954	54.9080459770115	32.7701149425287	21.3585821181881	28.3897288008499	36.0906832421072	19.8935660185512	87	7	1	0	2
2	120.655172413793	159.362068965517	202.689655172414	100.413793103448	47.3837429678241	67.9158351492962	77.7956508717872	42.5257127164491	58	7	1	0	2
3	163.466666666667	215.133333333333	274.433333333334	140.566666666667	78.3220830468075	102.482934371975	117.497082195483	56.9497655313519	30	7	1	0	2
4	1073.28571428571	1656.28571428571	1827	977.714285714286	274.314451619573	497.654344840649	521.713591378039	340.956831907633	7	7	1	0	2
5	852.222222222222	1246	1501.88888888889	782.222222222222	275.205966415369	411.06811546939	498.05188583887	362.449168168687	9	7	1	0	2
6	2408.33333333333	3499.33333333333	4146.66666666667	2429.66666666667	912.068832685097	1345.15980050286	1352.0693604825	746.940574759614	3	7	1	0	2
7	2795	4738	5269	3375.5	1542	3108	3285	2447.5	2	7	1	0	2
8	340.756756756757	456.567567567567	548	254.054054054054	95.9188642192627	127.124565697461	134.987888213496	86.8415719747026	37	7	1	0	2.57282389921887
9	485.833333333333	683.166666666667	830.5	378.666666666667	290.205189860937	422.010582191349	496.313868359455	202.58063415177	12	7	1	0	2.52458926103091
